timestamp,latitude,longitude,agency,complaint_type,descriptor,location_type,borough
1685086291,40.708405,-73.976362,OOS,Noise - Park,Food Source/Protection,Apartment,Unspecified
1701036890,40.533149,-73.918651,TLC,Dead Animal,Rodents/Insects/Garbage,Lobby,MANHATTAN
1679434429,40.533629,-73.886494,DOE,Lost Property,Spilled Garbage,Residential Building,BROOKLYN
1718838532,40.686442,-74.004079,NYPD,Homeless Person Assistance,Steam Pipe/Riser,Residential Building,MANHATTAN
1715463258,40.911611,-73.728653,DEP,School Maintenance,Street Light Lamp Missing,Public/Unfenced Area,MANHATTAN
1706981819,40.83646,-73.876324,DCWP,Commercial Disposal Complaint,Sro - Illegal Work/No Permit/Change In Occupancy/Use,Residential Building/House,BRONX
1681020353,40.528238,-73.821817,DOHMH,Illegal Dumping,Manhole Overflow (Use Comments) (Sa1),Street/Sidewalk,BRONX
1713156426,40.564444,-74.002543,DOHMH,Illegal Fireworks,OTHER,Alley,STATEN ISLAND
1681789762,40.722373,-74.031081,NYC311-PRD,Encampment,Failure To Maintain,Bus Stop Shelter,BRONX
1721919504,40.57814,-73.96524,DSNY,Bus Stop Shelter Complaint,Food Contains Foreign Object,House And Store,Unspecified
1702498081,40.59012,-73.913468,NYPD,New Tree Request,Dog Off Leash,Bus Stop Shelter,BROOKLYN
1729781403,40.531102,-74.155039,NYPD,Litter Basket Request,Broken Sidewalk,Mobile Food Vendor,Unspecified
1695864516,40.798007,-73.947502,DOE,Food Poisoning,Cons - Contrary/Beyond Approved Plans/Permits,Yard,BROOKLYN
1725813262,40.651827,-74.126667,DOB,Unsanitary Animal Pvt Property,Chronic Stoplight Violation,Hallway,QUEENS
1674313091,40.651577,-73.935247,DPR,Unsanitary Condition,"Rough, Pitted Or Cracked Roads",Business,STATEN ISLAND
1731889974,40.536211,-74.07989,NYPD,Street Light Condition,Pedestrian Signal,Store/Commercial,QUEENS
1724166959,40.671962,-73.933805,DHS,General,Street Not Swept,Alley,QUEENS
1703810736,40.785646,-74.060517,TLC,Traffic Signal Condition,"Rough, Pitted Or Cracked Roads",Yard,STATEN ISLAND
1684760539,40.822468,-74.179032,DSNY,Best/Site Safety,Chained,Store/Commercial,BROOKLYN
1692958652,40.569156,-74.072537,NYPD,Drinking,Lamppost Damaged,Store/Commercial,MANHATTAN
1729318850,40.533121,-74.142034,DSNY,Encampment,Chained To Public Property,Yard,MANHATTAN
1713782783,40.724061,-73.973585,DHS,Overgrown Tree/Branches,Signage Missing,Club/Bar/Restaurant,BROOKLYN
1716756014,40.762281,-73.7539,DOHMH,Water Leak,Sewer Odor (Sa2),3+ Family Apt. Building,BRONX
1677999973,40.519094,-73.8972,HPD,Elevator,Syringes,Curb,STATEN ISLAND
1700505865,40.759606,-74.233343,NYC311-PRD,Noise - Vehicle,Graffiti Or Vandalism,Mixed Use,QUEENS
1688982678,40.837969,-73.873255,DOE,Maintenance Or Facility,"Bodega, Deli, Or Convenience Store",3+ Family Mixed Use Building,BROOKLYN
1702050625,40.674561,-73.994557,DOHMH,Panhandling,Clothing/Glasses,Mobile Food Vendor,Unspecified
1693978160,40.808364,-73.776572,DOT,Bus Stop Shelter Placement,Window Pane,Park/Playground,STATEN ISLAND
1710240975,40.544597,-74.117044,DEP,Emergency Response Team (Ert),Opossum,Hallway,BROOKLYN
1679046120,40.521254,-73.730038,TLC,Plumbing,"Noise, Ice Cream Truck (Nr4)",Hallway,BROOKLYN
1727140774,40.637523,-73.932272,DOHMH,Dead/Dying Tree,Window/Frame,Comercial,QUEENS
1707091799,40.696062,-73.766508,DPR,Air Quality,Building Permit - None,Public/Unfenced Area,STATEN ISLAND
1703233428,40.906008,-74.131671,DOHMH,Asbestos,Bell/Buzzer/Intercom,Lobby,QUEENS
1712648005,40.870583,-73.890157,DPR,Flooring/Stairs,Replacement Basket,1-2 Family Dwelling,BRONX
1701468273,40.556253,-74.10454,DOHMH,Taxi Complaint,No Lighting,Park/Playground,BRONX
1699431777,40.521486,-73.941001,DOHMH,Non-Emergency Police Matter,Graffiti,Alley,QUEENS
1706389215,40.689149,-73.947579,TLC,Real Time Enforcement,Trees And Sidewalks Program,UNKNOWN,BRONX
1681183653,40.909535,-74.033353,OOS,Hazardous Materials,Sewage Leak,Park/Playground,BROOKLYN
1685907748,40.753034,-74.029237,DCWP,Appliance,"Barber Shop, Beauty Salon, Or Nail Salon",Business,Unspecified
1694899183,40.837666,-73.964367,DHS,Panhandling,Raccoon,Business,MANHATTAN
1735052297,40.757489,-74.160624,HPD,Street Sign - Dangling,Hitting Phone/Cable Lines,Subway,MANHATTAN
1706594532,40.847882,-73.957213,NYPD,Obstruction,Hitting Phone/Cable Lines,School,BRONX
1697269274,40.639121,-74.189717,DOT,Outside Building,Hours Of Operation,Yard,BRONX
1712607126,40.699328,-73.718111,OOS,Traffic Signal Condition,Sign/Awning/Marquee - Illegal/No Permit,Street/Sidewalk,BROOKLYN
1720961542,40.521569,-73.985753,DSNY,Residential Disposal Complaint,Veh Signal Lamp,UNKNOWN,QUEENS
1682466259,40.845098,-74.116792,HPD,Snow Or Ice,Carbon Monoxide Detector,Common Area,BRONX
1702146797,40.631751,-74.166713,NYPD,Dirty Condition,No Shelter,Stairwell,STATEN ISLAND
1734324315,40.698074,-73.783393,NYPD,Best/Site Safety,Unsafe Driving,Business,STATEN ISLAND
1686463666,40.735572,-73.701032,DPR,Noise - Residential,Low Water Pressure - Wlwp,Mobile Food Vendor,BROOKLYN
1703396697,40.883092,-74.06172,DOHMH,Sewer,Working Contrary To Stop Work Order,House And Store,STATEN ISLAND
1705041976,40.580751,-74.114414,DSNY,Food Poisoning,Egress - Doors Locked/Blocked/Improper/No Secondary Means,Mixed Use,MANHATTAN
1719854301,40.587057,-73.862256,DOHMH,Mold,Lamppost Knocked Down,Street/Curbside,Unspecified
1690900624,40.620872,-73.934588,DSNY,Illegal Parking,New Basket,Park,BROOKLYN
1692041147,40.517668,-73.724577,DEP,Heat/Hot Water,Non-Food Vendor,House And Store,Unspecified
1704699665,40.589874,-73.794627,DOE,Non-Residential Heat,Underage - Licensed Est,House Of Worship,BROOKLYN
1679879271,40.758584,-73.927243,DOB,Asbestos,Trash And Bulky Trash,Store/Commercial,BROOKLYN
1715360935,40.597791,-74.194891,DOHMH,Street Condition,Ped Lamp,Building (Non-Residential),Unspecified
1724274434,40.557736,-73.719515,DHS,Indoor Sewage,Time Switch,School,QUEENS
1716206112,40.583772,-73.719847,DOHMH,Flooring/Stairs,Structure - Outdoors,3+ Family Mixed Use Building,BRONX
1716324226,40.741136,-73.955666,NYPD,Water System,"Barber Shop, Beauty Salon, Or Nail Salon",Commercial Building,QUEENS
1731755657,40.851794,-73.736343,DCWP,Water Leak,New Bus Stop Shelter Placement,Sidewalk,BROOKLYN
1735403948,40.814581,-73.77024,DOE,Animal-Abuse,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,Mixed Use,STATEN ISLAND
1713001280,40.545066,-73.709353,DOE,Maintenance Or Facility,Street Not Swept,Street,STATEN ISLAND
1705695101,40.873489,-74.17619,DSNY,Missed Collection,Food Vendor,Common Area,BRONX
1694741034,40.568248,-73.997597,DOE,Street Condition,Demolition - Unsafe,1-2 Family Dwelling,Unspecified
1695172415,40.832122,-73.93772,OOS,Dead/Dying Tree,Dead Branches In Tree,UNKNOWN,Unspecified
1732748720,40.670306,-74.014763,DOHMH,Blocked Driveway,No Certificate Of Occupancy/Illegal/Contrary To Co,Building (Non-Residential),BROOKLYN
1681985503,40.700531,-73.735296,DCWP,Elevator,Manhole Overflow (Use Comments) (Sa1),Hallway,QUEENS
1723132952,40.612138,-74.068706,HPD,Street Light Condition,Sidewalk Violation,1-2 Family Dwelling,MANHATTAN
1716417148,40.651012,-74.120034,NYC311-PRD,Bus Stop Shelter Complaint,Parking Permit Improper Use,Mixed Use,BROOKLYN
1699756248,40.788151,-73.742292,NYPD,Traffic,Hydrant Defective (Wc2),Bus Stop Shelter,Unspecified
1734029669,40.895067,-74.047851,DOB,Drinking,Chronic,School,BROOKLYN
1703082301,40.814049,-73.916844,DOT,Snow Or Ice,Roots Damaged,School,STATEN ISLAND
1726370172,40.77892,-74.129874,DOB,Sidewalk Condition,Weeds Or Grass,Taxi,BRONX
1707815354,40.687634,-73.862929,DEP,Obstruction,Cat,3+ Family Mixed Use Building,STATEN ISLAND
1733140998,40.712305,-73.935014,DHS,Damaged Tree,Illegal. Commercial Use In Resident Zone,Store/Commercial,QUEENS
1680349935,40.785724,-73.855695,DPR,Blocked Driveway,Power Outage,Residential Building/House,BRONX
1702978526,40.555417,-74.021516,HPD,Best/Site Safety,Sewage Odor,Restaurant/Bar/Deli/Bakery,Unspecified
1726700372,40.629431,-74.238026,DOE,Vendor Enforcement,3 Or More,Curb,STATEN ISLAND
1677450128,40.519022,-74.060509,DEP,Noise - Vehicle,Blocked - Construction,Alley,QUEENS
1674678891,40.620578,-74.15101,DHS,Traffic,Street Not Swept,Residential,MANHATTAN
1732365585,40.660641,-73.771709,DOT,Illegal Parking,Branches Damaged,Street,BROOKLYN
1716407130,40.86132,-74.184752,DSNY,Illegal Tree Damage,Recycling - Paper/Metal/Glass/Rigid Plastic,Business,Unspecified
1687493687,40.850625,-73.834101,DOE,Missed Collection,Trash Or Recycling Not Secure,Street,QUEENS
1708246660,40.659296,-74.123685,DPR,Heat/Hot Water,Congestion/Gridlock,House Of Worship,BROOKLYN
1735457744,40.867587,-73.828981,DCWP,Urinating In Public,Tow Truck Company,Residential,STATEN ISLAND
1723958177,40.89322,-73.761027,DOB,Dirty Condition,Blocked Sidewalk,Building (Non-Residential),STATEN ISLAND
1674802465,40.687505,-73.880387,TLC,Asbestos,Excessive Water In Basement (Wefb),3+ Family Apt. Building,QUEENS
1702007495,40.598422,-74.130502,TLC,Traffic Signal Condition,Bin Not Used,Business,STATEN ISLAND
1691961341,40.598348,-73.745982,HPD,General,Sign,Taxi,Unspecified
1727469919,40.634679,-74.08403,DHS,Sanitation Worker Or Vehicle Complaint,Rat Or Mouse,Gutter,QUEENS
1692715477,40.615565,-73.943805,HPD,Street Sign - Dangling,Dead Branches In Tree,Yard,Unspecified
1701218145,40.733457,-74.224214,DOHMH,Root/Sewer/Sidewalk Condition,Trash Or Recycling,Private School,STATEN ISLAND
1693939107,40.79245,-74.025457,DOE,Illegal Parking,Defective Hardware,Street,QUEENS
1688720301,40.856723,-74.084595,NYPD,Commercial Disposal Complaint,Paper License Plates,3+ Family Mixed Use Building,STATEN ISLAND
1700243517,40.90647,-73.943492,DHS,Illegal Posting,Equipment,House And Store,BROOKLYN
1694712774,40.771616,-73.742776,TLC,Illegal Fireworks,Building Shaking/Vibrating/Structural Stability,Street,Unspecified
1728209713,40.580002,-74.102346,NYC311-PRD,Panhandling,Spilled Garbage,3+ Family Apt. Building,BRONX
1685176624,40.837953,-73.926829,NYC311-PRD,Non-Residential Heat,Driver Complaint - Passenger,School,BROOKLYN
1730898602,40.880954,-74.083247,DCWP,Door/Window,Detached Trailer,Bus Stop Shelter,Unspecified
1723171479,40.701147,-74.116574,HPD,Special Projects Inspection Team (Spit),Door,Public/Unfenced Area,BROOKLYN
1709598614,40.635078,-74.094317,DPR,Noise - Street/Sidewalk,Suspicious Activity,Park,MANHATTAN
1690102303,40.651051,-73.764453,DPR,Boilers,Veh Signal Lamp,School,MANHATTAN
1733908881,40.585314,-74.077893,DCWP,Obstruction,Dumpster - Construction Waste,Club/Bar/Restaurant,BRONX
1690049454,40.732391,-73.928782,NYPD,Investigations And Discipline (Iad),Heavy Flow,Club/Bar/Restaurant,BROOKLYN
1694686084,40.596608,-73.936616,DOB,Noise,Roots Damaged,OTHER,MANHATTAN
1723777464,40.845069,-73.71842,NYC311-PRD,Street Sign - Dangling,Plate Condition - Shifted,Restaurant/Bar/Deli/Bakery,BROOKLYN
1721724712,40.83389,-74.156904,NYPD,Noise - Vehicle,Plate Condition - Noisy,Commercial Building,STATEN ISLAND
1715620303,40.902039,-73.961831,TLC,Water System,Boiler - Defective/Inoperative/No Permit,3+ Family Mixed Use Building,BRONX
1700224373,40.557746,-73.903114,DEP,Special Projects Inspection Team (Spit),Condition Attracting Rodents,1-2 Family Dwelling,BROOKLYN
1706488361,40.691524,-74.216752,NYC311-PRD,School Maintenance,Sticker Or Decal,School,Unspecified
1705288553,40.506607,-73.957283,DOT,Abandoned Vehicle,"Air: Odor/Fumes, Restaurant (Ad2)",Store/Commercial,Unspecified
1690986738,40.72501,-74.092321,DSNY,Vendor Enforcement,Underground,Residential Building,BROOKLYN
1679730950,40.885581,-73.961588,DOB,Dead/Dying Tree,Stop,Store/Commercial,MANHATTAN
1727257311,40.648865,-73.812785,DEP,Illegal Fireworks,"No Parking, Standing, Stopping",Restaurant/Bar/Deli/Bakery,STATEN ISLAND
1688870605,40.915898,-74.125779,NYC311-PRD,Violation Of Park Rules,Branches Damaged,3+ Family Apt. Building,BRONX
1699746966,40.659291,-73.946014,DCWP,Rodent,Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,Comercial,BRONX
1706094128,40.855039,-73.895301,DOHMH,Obstruction,Bulky Recycling,Store/Commercial,BRONX
1687968568,40.588795,-73.772536,HPD,Mobile Food Vendor,Food Temperature,3+ Family Apt. Building,BRONX
1718480435,40.888746,-73.755379,HPD,Sanitation Worker Or Vehicle Complaint,Asbestos Complaint (B1),Commercial Building,MANHATTAN
1673599996,40.903817,-73.92713,OOS,Violation Of Park Rules,Use Indoor,Public/Unfenced Area,BRONX
1692633332,40.568229,-74.11774,TLC,Water System,Mold,Street,MANHATTAN
1698308683,40.817356,-74.173027,NYPD,Street Light Condition,Branch Or Limb Has Fallen Down,Stairwell,Unspecified
1695759438,40.522553,-74.009601,TLC,Bike/Roller/Skate,Janitor/Super,Taxi,STATEN ISLAND
1712519820,40.666615,-73.824545,DCWP,Rodent,Food Vendor,Residential Building/House,QUEENS
1687859308,40.649441,-73.732371,DOT,Dead Animal,Trees And Sidewalks Program,Subway,Unspecified
1698055448,40.535992,-73.909761,OOS,Electric,Use Outside,Alley,BRONX
1690532498,40.564773,-73.858578,NYC311-PRD,Consumer Complaint,Waste Disposal,Private School,MANHATTAN
1696755382,40.544751,-74.247143,DOE,Litter Basket Request,Led Pedestrian Unit,House Of Worship,BRONX
1681441594,40.536665,-74.012961,DSNY,Non-Residential Heat,Public Complaint - Comm Location,Residential,BRONX
1674311606,40.53764,-73.945179,HPD,Paint/Plaster,Illegal Use Of A Hydrant (Cin),Private School,BRONX
1692134744,40.6738,-73.821457,NYPD,Non-Residential Heat,Equipment,Street/Sidewalk,STATEN ISLAND
1683929717,40.787833,-74.156774,DOE,Food Poisoning,Food Spoiled,Sidewalk,BROOKLYN
1676794986,40.570227,-74.098221,DOE,Mold,Branch Cracked And Will Fall,Park/Playground,MANHATTAN
1689097579,40.802778,-73.977309,HPD,Derelict Vehicles,Overflowing,Building (Non-Residential),BROOKLYN
1692994452,40.502842,-74.032369,TLC,Real Time Enforcement,Maintenance,OTHER,QUEENS
1695012967,40.680859,-73.797056,NYC311-PRD,Paint/Plaster,Chronic Dumping,Mixed Use,MANHATTAN
1713030022,40.897857,-74.139532,DOHMH,Day Care,New Bus Stop Shelter Placement,Mobile Food Vendor,MANHATTAN
1721865783,40.791882,-73.979946,HPD,Unleashed Dog,Equipment,Mobile Food Vendor,QUEENS
1691359824,40.842928,-74.033886,DEP,Obstruction,Dog Off Leash,Subway,STATEN ISLAND
1684623910,40.786319,-73.947445,NYPD,Missed Collection,Unsafe Use Of Playground,Curb,QUEENS
1726080969,40.622359,-73.868941,TLC,Water System,No Receipt,Sidewalk,BROOKLYN
1715051662,40.62719,-74.111025,DHS,Street Condition,Noise:  Lawn Care Equipment (Ncl),Private School,BRONX
1702685557,40.916094,-73.986421,DOT,Noise - Street/Sidewalk,Poster Or Sign,Residential,STATEN ISLAND
1675016468,40.832103,-74.052259,OOS,Noise - Street/Sidewalk,Snow Or Ice,Yard,BRONX
1679888857,40.822961,-73.888319,DOHMH,Damaged Tree,Supermarket Or Grocery Store,UNKNOWN,BRONX
1710346273,40.913115,-73.87739,DOT,Street Sweeping Complaint,Inadequate Or No Heat,Residential Building,BRONX
1673257049,40.541415,-74.127899,NYPD,Noise - Park,Sewage Leak,Subway,Unspecified
1711152594,40.592833,-74.044234,DPR,Traffic,Tree Trunk Split,Subway,Unspecified
1706134890,40.563313,-73.701264,DPR,Broken Parking Meter,Heavy Flow,Residential,BRONX
1680338481,40.849153,-73.848417,DOHMH,For Hire Vehicle Complaint,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,BROOKLYN
1707520624,40.702829,-73.988111,DPR,Street Light Condition,Underage - Licensed Est,Residential Building/House,MANHATTAN
1677057193,40.626111,-73.804398,DEP,Air Quality,Kitchen/Food Prep Area,Building (Non-Residential),Unspecified
1726239655,40.569029,-73.708855,DOB,Noise - Park,Dead Branches In Tree,Street/Curbside,BROOKLYN
1694761539,40.735137,-73.722846,DOB,Unsanitary Condition,"No Parking, Standing, Stopping",Yard,BROOKLYN
1685057414,40.769001,-74.012326,DCWP,Street Sign - Dangling,Steam Pipe/Riser,Common Area,QUEENS
1712291281,40.680412,-74.247552,DOB,Dirty Condition,For One Address,Alley,STATEN ISLAND
1679377664,40.835791,-73.954711,DOHMH,General Construction/Plumbing,Dirty/Graffiti,Restaurant/Bar/Deli/Bakery,BRONX
1690155438,40.781695,-73.980784,NYC311-PRD,General,Snow Removal Requested,Private School,STATEN ISLAND
1698892382,40.746542,-74.058641,TLC,Maintenance Or Facility,Stoop Line Stand,Commercial Building,Unspecified
1719927276,40.836258,-73.744725,HPD,Bike/Roller/Skate Chronic,Trash Or Recycling Not Secure,Business,MANHATTAN
1680458761,40.600201,-74.185678,DOHMH,Smoking Or Vaping,"Clothing, Shoe, Or Accessories Store",Stairwell,QUEENS
1700616751,40.750499,-73.933857,DOT,Dead Animal,Planted More Than 2 Years Ago,Yard,STATEN ISLAND
1719084695,40.886048,-73.738118,DHS,Non-Residential Heat,Curb Defect-Metal Protruding,Sidewalk,MANHATTAN
1681964341,40.578581,-73.786908,HPD,Asbestos,Leak (Use Comments) (Wa2),1-2 Family Dwelling,QUEENS
1681711889,40.581954,-74.038831,DSNY,Noise - Commercial,Time Switch,Sidewalk,QUEENS
1718498415,40.706525,-73.859422,DPR,New Tree Request,Curb Defect-Metal Protruding,Apartment,STATEN ISLAND
1674620226,40.83427,-74.128709,DCWP,Encampment,Egress - Doors Locked/Blocked/Improper/No Secondary Means,Street,MANHATTAN
1683837513,40.827911,-73.938892,OOS,Traffic,Plumbing-Defective/Leaking/Not Maintained,Street/Curbside,STATEN ISLAND
1680146661,40.74054,-74.102661,DSNY,Violation Of Park Rules,Lighting,Street,BRONX
1723552213,40.801972,-73.949506,DOT,Broken Parking Meter,Wall,Hallway,MANHATTAN
1731256694,40.919711,-74.002647,DOHMH,Vendor Enforcement,Broken Sidewalk,Residential Building/House,BRONX
1724600958,40.840993,-74.134567,NYPD,Overgrown Tree/Branches,UNKNOWN,Park,Unspecified
1713503176,40.765764,-74.15871,DHS,Unleashed Dog,Door Frame,Curb,BRONX
1710806241,40.647343,-74.095403,DSNY,Damaged Tree,Illegal Hotel Rooms In Residential Building,Lobby,MANHATTAN
1710984834,40.612284,-73.778091,NYC311-PRD,Vendor Enforcement,Bulky Recycling,Business,QUEENS
1734206724,40.5249,-74.097472,NYC311-PRD,Bus Stop Shelter Placement,Unlicensed,Business,BROOKLYN
1682363431,40.798786,-73.794335,OOS,Water Leak,Tree Leaning/Uprooted,Public/Unfenced Area,QUEENS
1682090176,40.742519,-74.102206,DOT,Illegal Parking,Other Store (Non-Food),Alley,Unspecified
1725873811,40.869653,-74.198798,DSNY,Street Sign - Missing,For One Address,Park/Playground,QUEENS
1705301310,40.637461,-74.24864,OOS,Water System,Ventilation System,Apartment,Unspecified
1703315208,40.766633,-73.866491,TLC,Bike Rack,Remove Debris,Public/Unfenced Area,BROOKLYN
1701382060,40.846436,-73.977907,DOHMH,Water Conservation,Garbage/Recycling Storage,OTHER,STATEN ISLAND
1711333670,40.55485,-73.781168,OOS,Hazardous Materials,Trespassing,3+ Family Mixed Use Building,BRONX
1679231547,40.762995,-73.789814,DCWP,Bus Stop Shelter Complaint,Cons - Contrary/Beyond Approved Plans/Permits,Residential Building/House,QUEENS
1672594560,40.916572,-74.01471,NYPD,Bus Stop Shelter Placement,Suspicious Activity,Mixed Use,BROOKLYN
1731230758,40.891745,-74.099289,NYC311-PRD,Illegal Dumping,Failure To Retain Water/Improper Drainage- (Ll103/89),Apartment,MANHATTAN
1717143631,40.879596,-74.158961,DOT,Residential Disposal Complaint,Hotel Or Motel,Gutter,QUEENS
1716538069,40.538304,-74.197649,DOB,Mold,Branch Cracked And Will Fall,Business,STATEN ISLAND
1687728611,40.718167,-74.005213,DCWP,Snow Or Ice,Kitchen/Food Prep Area,Bus Stop Shelter,QUEENS
1719124832,40.555514,-74.211044,DOT,Blocked Driveway,Ventilation,Building (Non-Residential),BRONX
1693577861,40.654376,-74.08541,DOT,Traffic Signal Condition,Water Supply,Business,Unspecified
1717991100,40.559998,-73.95822,DCWP,Plumbing,Suspicious Activity,Comercial,QUEENS
1696117008,40.803421,-73.904556,DHS,Indoor Sewage,Sticker Or Decal,Residential Building/House,BROOKLYN
1678366735,40.876569,-74.172993,DEP,Overgrown Tree/Branches,Vent/Exhaust - Illegal/Improper,Private School,MANHATTAN
1701364990,40.632092,-74.173093,DOE,Root/Sewer/Sidewalk Condition,Broken Glass,Hallway,STATEN ISLAND
1712881564,40.752003,-73.915824,OOS,Smoking Or Vaping,Allowed In Smoke Free Area,Mixed Use,BROOKLYN
1707294755,40.754909,-74.146244,DOT,Food Establishment,Structure - Outdoors,3+ Family Mixed Use Building,BROOKLYN
1705760552,40.662072,-74.117405,NYC311-PRD,Paint/Plaster,Blocking Street,Store/Commercial,BRONX
